Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2018-01-02,52.99897384643555,53.095516699631894,52.01513504645456,52.16990051463305,24752000
2018-01-03,53.86885070800781,54.05845101808457,52.909891840653344,52.964632864937194,28604000
2018-01-04,54.063926696777344,54.420738099115155,53.944592173246775,54.14355138665305,20092000
2018-01-05,54.8516960144043,54.95222161674794,54.342605995087446,54.442136858306036,25582000
2018-01-08,55.08608627319336,55.30156499232495,54.82134139027681,54.851696120506524,20952000
2018-01-09,55.05224609375,55.26673007349921,54.80198187918601,55.20850746092656,18050000
2018-01-10,54.87061309814453,54.96964280528382,54.547144403625275,54.596410572388045,20856000
2018-01-11,55.01542282104492,55.06543314172067,54.72031940585792,55.05423663126874,19566000
2018-01-12,55.84847640991211,55.949499386222755,54.79795211705584,54.86065485509591,34410000
2018-01-16,55.82359313964844,56.726812452835404,55.62811931153338,56.358557757091724,31506000
2018-01-17,56.33218765258789,56.36304355160612,55.587215310289146,56.04554709541067,24052000
2018-01-18,56.22319793701172,56.35855839148202,55.61159663752619,56.30381736622249,23964000
2018-01-19,56.60737991333008,56.624799238074054,56.149051965396666,56.32471833794555,35564000
2018-01-22,57.51806640625,57.72060591848837,56.48794572389329,56.606384221330316,32360000
2018-01-23,58.22273254394531,58.30518958660726,57.66437633872406,57.719117366493656,26662000
2018-01-24,57.93758010864258,58.71489657457081,57.77883189841178,58.58899373807738,28332000
2018-01-25,58.242637634277344,58.51982435504685,57.86393056988797,58.350126412774,29610000
2018-01-26,58.51485061645508,58.51485061645508,57.63252832737662,58.47703154290442,40376000
2018-01-29,58.50191116333008,59.06474751474207,58.32275939172719,58.54670100458806,27578000
2018-01-30,57.910213470458984,58.54868794092777,57.901750594148965,58.11623458181419,31126000
2018-01-31,58.22123718261719,58.373515794014494,57.68328455046716,58.25258665140914,30774000
2018-02-01,58.109764099121094,58.42328157941557,57.60316471294142,57.85646630438841,48242000
2018-02-02,55.33292007446289,55.8887856322617,55.10290752572842,55.83553671350694,97158000
2018-02-05,52.541141510009766,55.238365281934236,52.35353067195023,54.272936781877995,75966000
2018-02-06,53.775291442871094,53.83052983605267,50.91568612717187,51.116885396528616,68960000
2018-02-07,52.18184280395508,53.834017167007545,52.165915587804186,53.82207270407294,47384000
2018-02-08,49.839935302734375,52.681475998224755,49.7971387394103,52.521733041757656,57182000
2018-02-09,51.64439010620117,51.95243273303929,49.39404710243005,50.622728429240894,70118000
2018-02-12,52.34904861450195,52.82479587629535,51.80104228973061,52.15297870433449,41154000
2018-02-13,52.35701370239258,52.66903528167146,51.95825238691592,52.003687667624966,25302000
2018-02-14,53.23286819458008,53.33339000738181,52.09077850924666,52.20025677152713,31116000
2018-02-15,54.21919250488281,54.316680733524585,52.966124974371816,53.699152774178586,36868000
2018-02-16,54.48194885253906,54.97312217429743,54.15912563482566,54.16395505527953,33590000
2018-02-20,54.86314392089844,55.43493288728188,54.16942727231874,54.27144498486197,28462000
2018-02-21,55.30504608154297,56.43121218068974,55.055727267882645,55.062694237944726,30258000
2018-02-22,55.07065963745117,55.876341371018604,54.86961223122796,55.546406908366876,26344000
2018-02-23,56.073909759521484,56.09829225913288,54.97531147626786,55.36974453756161,25220000
2018-02-26,56.91791534423828,56.928367699524436,56.06918637303106,56.124174190542654,31182000
2018-02-27,55.650909423828125,56.93233838128087,55.636478113741674,56.792998975815806,35482000
2018-02-28,54.97610855102539,56.11073385197309,54.90195871991783,55.88679604662816,37652000
2018-03-01,53.223907470703125,55.24433651701169,53.0985513584984,55.13236761901885,50318000
2018-03-02,53.691688537597656,53.84491252992044,52.158700661685266,52.40577942741092,45432000
2018-03-05,54.28936004638672,54.596404117205424,53.19802873157425,53.503580693728146,24044000
2018-03-06,54.4948844909668,54.83278446218758,54.231882300957636,54.70190412995626,30656000
2018-03-07,55.22045135498047,55.348844847283,54.0182483037592,54.20277242237987,25850000
2018-03-08,56.03459167480469,56.114216363918985,55.37770317646833,55.50310864478062,27102000
2018-03-09,57.728572845458984,57.76639571508886,56.35612510580658,56.532239503583284,42560000
2018-03-12,57.95051956176758,58.57506388909688,57.59818826476442,57.91817535203288,43446000
2018-03-13,56.640228271484375,58.56063299138429,56.39936850674065,58.22422511208105,38144000
2018-03-14,57.203556060791016,57.656412950666066,56.802953349253194,56.99056798432794,25828000
2018-03-15,57.20803451538086,57.78032462899132,56.45958066203582,57.22694594855007,27908000
2018-03-16,56.518798828125,57.52154901611714,56.33118799252831,57.43496115201753,61840000
2018-03-19,54.73176956176758,55.835041643227036,54.19381688011771,55.73650930836563,56118000
2018-03-20,54.62676239013672,54.999493410904826,53.9176197160848,54.690957232853044,36638000
2018-03-21,54.286869049072266,55.05423433306839,54.0017206306665,54.37943293968705,37578000
2018-03-22,52.20672607421875,53.889756443405744,52.04897638483232,53.83899816769737,53340000
2018-03-23,50.837711334228516,52.91736171481502,50.82029580470638,52.10471293807247,43134000
2018-03-26,52.41225051879883,52.53268229456748,50.18231115595819,52.05344963275012,53302000
2018-03-27,50.01809310913086,52.990962198141524,49.61102078815905,52.899446195784584,61906000
2018-03-28,49.99121856689453,50.970079836217764,48.80085753468074,49.664765687265415,67386000
2018-03-29,51.3463020324707,51.904160869280304,49.9086115895571,50.34305442883496,54536000
2018-04-02,50.08626937866211,51.496091885505685,49.28506396044805,50.899912832710946,53608000
2018-04-03,50.431636810302734,50.808847986327336,49.469192472441584,50.45651668022472,45502000
2018-04-04,51.01536560058594,51.193423899503216,49.41594282576852,49.43634636746286,49694000
