Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.3204288482666,24.789797903918426,23.879977645896325,24.778674738802675,212818400
2015-01-05,23.63529396057129,24.169173881229806,23.44843692177742,24.089091808273157,257142000
2015-01-06,23.637514114379883,23.89777994984248,23.274919886548112,23.699799781277893,263188400
2015-01-07,23.968963623046875,24.069065344465894,23.735390676859673,23.846615566061747,160423600
2015-01-08,24.88990020751953,24.947737612647956,24.180285024201453,24.298184806966983,237458000
2015-01-09,24.916597366333008,25.192434585486712,24.51618713114462,25.063413321130795,214798000
2015-01-12,24.302637100219727,25.054516703419324,24.202535383704063,25.04784348193922,198603200
2015-01-13,24.518413543701172,25.092334348788434,24.227004892575085,24.787577557600926,268367600
2015-01-14,24.42498779296875,24.578476995083378,24.135802385068178,24.255925476173466,195826400
2015-01-15,23.76207733154297,24.482813897849624,23.726486261397195,24.46946745868953,240056000
2015-01-16,23.577449798583984,23.931145802676742,23.40171428294956,23.808797754717016,314053200
2015-01-20,24.18474006652832,24.240352510869247,23.690901289235732,23.988983176267695,199599600
2015-01-21,24.36937713623047,24.705275124232678,24.084639956483834,24.23590589375406,194303600
2015-01-22,25.003358840942383,25.01893025966735,24.407193285653516,24.52731638602784,215185600
2015-01-23,25.132368087768555,25.30365361162142,24.809815001458357,24.981102222467765,185859200
2015-01-26,25.15906524658203,25.439352394096968,25.09233134289731,25.30143294436429,222460000
2015-01-27,24.278169631958008,25.021152803505036,24.253700019600767,25.007804662210148,382274800
2015-01-28,25.65068244934082,26.27576745744223,25.65068244934082,26.1667658481308,585908400
2015-01-29,26.449270248413086,26.513780866484026,25.706287351627594,25.87534960253224,337745600
2015-01-30,26.062211990356445,26.693968428529715,25.99325141784945,26.338049188914013,334982000
2015-02-02,26.38921356201172,26.50933663217492,25.821967710701898,26.260193995235177,250956400
2015-02-03,26.39366340637207,26.491540143156218,26.16231546070213,26.360295604150622,207662800
2015-02-04,26.596088409423828,26.807416665129097,26.31802625493535,26.360292245507747,280598800
2015-02-05,26.78592300415039,26.850688237069605,26.63182635672692,26.80378792396723,168984800
2015-02-06,26.560361862182617,26.855154340636652,26.45316382281068,26.80378822297082,174826400
2015-02-09,26.736793518066406,26.76359175260287,26.44870056981302,26.475500508204682,155559200
2015-02-10,27.25044822692871,27.27948192161642,26.835060226400515,26.8372922768724,248034000
2015-02-11,27.88916015625,27.898093467941823,27.35764088949896,27.41793861360003,294247200
2015-02-12,28.24201774597168,28.469812930001105,28.04325625033411,28.152686334663176,297898000
2015-02-13,28.380483627319336,28.42514848436464,28.061124958265673,28.42514848436464,217088800
2015-02-17,28.547975540161133,28.782470267606207,28.344746549194756,28.47204324881655,252609600
2015-02-18,28.746740341186523,28.76013945726517,28.463113222584848,28.50331227467583,179566800
2015-02-19,28.686439514160156,28.815969976129388,28.659641283307874,28.693139071873226,149449600
2015-02-20,28.920936584472656,28.920936584472656,28.597112107346856,28.72440712184836,195793600
2015-02-23,29.70258140563965,29.70258140563965,28.956667773152923,29.037065874168317,283896400
2015-02-24,29.517215728759766,29.836576047162705,29.293888073938817,29.68917897713058,276912400
2015-02-25,28.762374877929688,29.389928618737702,28.619445276824592,29.38099360183148,298846800
2015-02-26,29.126388549804688,29.226885299879395,28.275510840684824,28.762363429260095,365150000
2015-02-27,28.688678741455078,29.15990033954733,28.639546373296806,29.032601910852616,248059200
2015-03-02,28.829368591308594,29.095129068348655,28.652941228409233,28.865101836964875,192386800
2015-03-03,28.889673233032227,28.925406485139664,28.606046081958947,28.800343510474104,151265200
2015-03-04,28.706544876098633,28.934340114550473,28.657415910658745,28.831611267207,126665200
2015-03-05,28.23085594177246,28.753441952416384,28.085692593086318,28.71547665157921,226068400
2015-03-06,28.273283004760742,28.89189990804343,28.19735241394222,28.675271793047767,291368400
2015-03-09,28.393877029418945,28.9365649860489,27.92935511267005,28.577005632618352,354114000
2015-03-10,27.806533813476562,28.411751706689916,27.64797134290231,28.23085680575475,275426400
2015-03-11,27.299571990966797,27.864590683861785,27.2705400092887,27.860124880470842,275756000
2015-03-12,27.793128967285156,27.893627445138293,27.163344980721053,27.315207870580377,193450800
2015-03-13,27.6010684967041,28.005292775799237,27.375508755701606,27.78196508492979,207309200
2015-03-16,27.904794692993164,27.904794692993164,27.440274384249296,27.66583412848828,143497200
2015-03-17,28.371551513671875,28.434082997718928,28.06112614368463,28.116958069277374,204092400
2015-03-18,28.6909122467041,28.845008917586735,28.22192437897836,28.3626202281395,261083600
2015-03-19,28.47428321838379,28.86510671353808,28.45195078800316,28.75344285777971,183238000
2015-03-20,28.116954803466797,28.675272290689996,27.95169279998705,28.64177450230927,274780400
2015-03-23,28.409517288208008,28.55244688380203,28.255420625767034,28.389418612509715,150838800
2015-03-24,28.293384552001953,28.594874877800912,28.264350862901242,28.413981704634534,131369200
2015-03-25,27.55417251586914,28.322420391015637,27.55417251586914,28.259888904220965,206620800
2015-03-26,27.74622917175293,27.889158743873807,27.379971930211312,27.41570517516898,190291600
2015-03-27,27.5251407623291,27.848965266226173,27.449210157386986,27.81993327678158,158184800
2015-03-30,28.221920013427734,28.22861957132451,27.69263278946705,27.703799855198355,188398800
2015-03-31,27.788665771484375,28.248720288123753,27.773032900642892,28.159388867377384,168362400
2015-04-01,27.748462677001953,27.94275836104558,27.491635518697358,27.875759379277465,162485600
2015-04-02,27.9874267578125,28.041024927702686,27.735067075051738,27.92266152159494,128880400
2015-04-06,28.440778732299805,28.476511977725288,27.766329911515612,27.79759564933545,148776000
2015-04-07,28.141521453857422,28.612741291445364,28.13482189606946,28.505544959128052,140049200
2015-04-08,28.049957275390625,28.22862010735405,27.909261445321576,28.105789197397314,149316800
2015-04-09,28.264354705810547,28.268822214212687,27.84003341578961,28.105792234639157,129936000
2015-04-10,28.38494873046875,28.40951491239349,27.974026603464083,28.128121549163314,160752000
2015-04-13,28.329118728637695,28.713244353508433,28.275520557103356,28.668576086828708,145460400
2015-04-14,28.206289291381836,28.42738323808499,28.119191624381955,28.362618000393127,102098400
2015-04-15,28.3134822845459,28.391646629805887,28.141520724973926,28.2308521354946,115881600
2015-04-16,28.177249908447266,28.38494469638553,28.163850794339893,28.201816086880648,113476000
2015-04-17,27.860126495361328,28.170551816596443,27.79536126738247,28.03878931074127,207828000
2015-04-20,28.496610641479492,28.612740281366165,27.9539243296978,28.043255739378658,188217200
2015-04-21,28.342514038085938,28.630605218971876,28.288914173119178,28.608274497684626,129740400
2015-04-22,28.724409103393555,28.780241031153352,28.21075639031654,28.360385547787548,150618000
2015-04-23,28.95890235900879,29.12639813348207,28.617211251700112,28.652944501438206,183083600
2015-04-24,29.095130920410156,29.173296974295226,28.86063616646502,29.142031234283216,178103600
2015-04-27,29.62441635131836,29.731616094752106,29.289424820435556,29.548485755502007,387816800
2015-04-28,29.157655715942383,30.046498756265088,28.93656353644003,30.028635544104926,475696000
2015-04-29,28.728870391845703,29.38768631523267,28.652939804382193,29.068329393289822,253544400
2015-04-30,27.949459075927734,28.728872190424035,27.82216236838046,28.728872190424035,332781600
2015-05-01,28.7981014251709,29.061629839180103,27.982956819355962,28.161617927212657,234050400
2015-05-04,28.742267608642578,29.159892627537275,28.644002898314415,28.92093040853838,203953200
2015-05-05,28.094623565673828,28.686440570180817,28.090156057797344,28.619441582873787,197085600
2015-05-06,27.91819190979004,28.306781570243007,27.549700921359097,28.26434876861224,288564000
2015-05-07,28.090877532958984,28.274771119191875,27.81279321350652,27.980988629364855,175763600
2015-05-08,28.620128631591797,28.620128631591797,28.28149476195688,28.40932319194235,222201600
2015-05-11,28.32859230041504,28.606674900327775,28.173851975081664,28.568551017874455,168143200
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000
2015-05-13,28.259069442749023,28.523696932639684,28.22767310589522,28.29046577960283,138776800
2015-05-14,28.918392181396484,28.918392181396484,28.516967372745793,28.573032500442157,180814000
2015-05-15,28.878028869628906,29.03949672198402,28.752443522673612,28.945307711767548,152832000
2015-05-18,29.196481704711914,29.315339523078,28.78608448543216,28.790570654600064,203531600
2015-05-19,29.169565200805664,29.351215660307822,29.073131405326226,29.30860561732461,178532800
2015-05-20,29.167322158813477,29.37364142286742,29.005854313563628,29.15386707536664,145819600
2015-05-21,29.465595245361328,29.519419012399055,29.115749314477668,29.169573081515395,158921600
2015-05-22,29.723493576049805,29.81992739775114,29.46783667057702,29.51269152082581,182384000
2015-05-26,29.068653106689453,29.806472275899534,28.956522825090502,29.736952048819326,282790400
2015-05-27,29.61136245727539,29.660700053598696,29.165086138638944,29.23012019454992,183332800
2015-05-28,29.553049087524414,29.591172962757135,29.400553586593528,29.570990338565178,122933200
2015-05-29,29.216665267944336,29.47904971057925,29.131445160749482,29.42971211398692,203538000
2015-06-01,29.274967193603516,29.46559000710588,29.16508172727694,29.216660689469904,128451200
2015-06-02,29.144899368286133,29.301881051578466,29.001372768998277,29.122471946982635,134670400
2015-06-03,29.18077850341797,29.364673776989548,29.131440914017986,29.301881103561218,123934000
2015-06-04,29.01034164428711,29.283939758480475,28.909425092448846,29.059679233531426,153800400
2015-06-05,28.851119995117188,29.08435289639219,28.78608593765172,29.041742842008606,142507200
2015-06-08,28.660499572753906,28.976707776122268,28.442966560956766,28.907184129737455,210699200
2015-06-09,28.575279235839844,28.723292021999566,28.171611267260324,28.41381136401914,224301600
2015-06-10,28.9027042388916,29.0058621879515,28.671714407523737,28.687412579464038,156349200
2015-06-11,28.837657928466797,29.194231315241936,28.81298913568679,28.96997080703964,141563600
